ruleNo,ruleID,ruleSeq,ruleName,Group,Type,Product Group,Product Sub Group,DisplayName
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ก้าน PVC สไลด์
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชน
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG05,,ตลับกุญแจ
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันบานตกบานเปิด
8,ruleNo8_18_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,,ESG00,อุปกรณ์อลูมิเนียม ตัวตลาด
8,ruleNo8_18_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากรับชั้น
8,ruleNo8_18_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,น็อต (เหล็กเส้น)/ แหวน (เหล็กเส้น)
8,ruleNo8_18_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เหล็กเส้นเกลียวตลอด
2,ruleNo2_1_ตะปูคอนกรีต,1,ตะปูคอนกรีต,อุปกรณ์,main,CG22,,ตะปูคอนกรีต
2,ruleNo2_1_ตะปูคอนกรีต,2,ตะปูคอนกรีต,โครงคร่าว,sub,CG10,,โครงผนัง ตัวซี/ตัวยู
2,ruleNo2_1_ตะปูคอนกรีต,3,ตะปูคอนกรีต,โครงคร่าว,sub,CG11,,ซอยผนัง
2,ruleNo2_2_ผ้าฉาบ,1,ผ้าฉาบ,อุปกรณ์,main,CG18,,ผ้าฉาบ
2,ruleNo2_2_ผ้าฉาบ,2,ผ้าฉาบ,ยิปซัม,sub,YG000-06,,แผ่นยิปซัม
2,ruleNo2_2_ผ้าฉาบ,3,ผ้าฉาบ,ยิปซัม,sub,YG000-01,,แผ่นยิปซัม
2,ruleNo2_2_ผ้าฉาบ,4,ผ้าฉาบ,ยิปซัม,sub,YG000-02,,แผ่นยิปซัม
2,ruleNo2_2_ผ้าฉาบ,5,ผ้าฉาบ,ยิปซัม,sub,YG000-03,,แผ่นยิปซัม
2,ruleNo2_2_ผ้าฉาบ,6,ผ้าฉาบ,ยิปซัม,sub,YG000-04,,แผ่นยิปซัม
2,ruleNo2_2_ผ้าฉาบ,7,ผ้าฉาบ,ยิปซัม,sub,YG000-09,,แผ่นยิปซัม
2,ruleNo2_2_ผ้าฉาบ,8,ผ้าฉาบ,ยิปซัม,sub,YG000-10,,แผ่นยิปซัม
2,ruleNo2_3_ฉากยึดท้องพื้น,1,ฉากยึดท้องพื้น,อุปกรณ์,main,CG18,,ฉากยึดท้องพื้น
2,ruleNo2_3_ฉากยึดท้องพื้น,2,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG05,,โครงริม/ฉาก
2,ruleNo2_3_ฉากยึดท้องพื้น,3,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG07,,โครงริม/ฉาก
2,ruleNo2_3_ฉากยึดท้องพื้น,4,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG09,,โครงริม/ฉาก
2,ruleNo2_3_ฉากยึดท้องพื้น,5,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG01,,โครงซีลาย
2,ruleNo2_3_ฉากยึดท้องพื้น,6,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG06,,โครงซีลาย
2,ruleNo2_3_ฉากยึดท้องพื้น,7,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG08,,โครงซีลาย
2,ruleNo2_3_ฉากยึดท้องพื้น,8,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG03,,โครงทีซอย
2,ruleNo2_3_ฉากยึดท้องพื้น,9,ฉากยึดท้องพื้น,โครงคร่าว,sub,CG04,,โครงทีเมน
2,ruleNo2_4_ลวดแขวนท่อนบน,1,ลวดแขวนท่อนบน,อุปกรณ์,main,CG35,,ลวดแขวนท่อนบน
2,ruleNo2_4_ลวดแขวนท่อนบน,2,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG05,,โครงริม/ฉาก
2,ruleNo2_4_ลวดแขวนท่อนบน,3,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG07,,โครงริม/ฉาก
2,ruleNo2_4_ลวดแขวนท่อนบน,4,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG09,,โครงริม/ฉาก
2,ruleNo2_4_ลวดแขวนท่อนบน,5,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG01,,โครงซีลาย
2,ruleNo2_4_ลวดแขวนท่อนบน,6,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG06,,โครงซีลาย
2,ruleNo2_4_ลวดแขวนท่อนบน,7,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG08,,โครงซีลาย
2,ruleNo2_4_ลวดแขวนท่อนบน,8,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG03,,โครงทีซอย
2,ruleNo2_4_ลวดแขวนท่อนบน,9,ลวดแขวนท่อนบน,โครงคร่าว,sub,CG04,,โครงทีเมน
2,ruleNo2_5_สปริงล็อค,1,สปริงล็อค,อุปกรณ์,main,CG34,,สปริงล็อค
2,ruleNo2_5_สปริงล็อค,2,สปริงล็อค,โครงคร่าว,sub,CG05,,โครงริม/ฉาก
2,ruleNo2_5_สปริงล็อค,3,สปริงล็อค,โครงคร่าว,sub,CG07,,โครงริม/ฉาก
2,ruleNo2_5_สปริงล็อค,4,สปริงล็อค,โครงคร่าว,sub,CG09,,โครงริม/ฉาก
2,ruleNo2_5_สปริงล็อค,5,สปริงล็อค,โครงคร่าว,sub,CG01,,โครงซีลาย
2,ruleNo2_5_สปริงล็อค,6,สปริงล็อค,โครงคร่าว,sub,CG06,,โครงซีลาย
2,ruleNo2_5_สปริงล็อค,7,สปริงล็อค,โครงคร่าว,sub,CG08,,โครงซีลาย
2,ruleNo2_5_สปริงล็อค,8,สปริงล็อค,โครงคร่าว,sub,CG03,,โครงทีซอย
2,ruleNo2_5_สปริงล็อค,9,สปริงล็อค,โครงคร่าว,sub,CG04,,โครงทีเมน
2,ruleNo2_6_คลิปล็อก,1,คลิปล็อก,อุปกรณ์,main,CG32,,คลิปล็อก
2,ruleNo2_6_คลิปล็อก,2,คลิปล็อก,โครงคร่าว,sub,CG05,,โครงริม/ฉาก
2,ruleNo2_6_คลิปล็อก,3,คลิปล็อก,โครงคร่าว,sub,CG07,,โครงริม/ฉาก
2,ruleNo2_6_คลิปล็อก,4,คลิปล็อก,โครงคร่าว,sub,CG09,,โครงริม/ฉาก
2,ruleNo2_6_คลิปล็อก,5,คลิปล็อก,โครงคร่าว,sub,CG01,,โครงซีลาย
2,ruleNo2_6_คลิปล็อก,6,คลิปล็อก,โครงคร่าว,sub,CG06,,โครงซีลาย
2,ruleNo2_6_คลิปล็อก,7,คลิปล็อก,โครงคร่าว,sub,CG08,,โครงซีลาย
2,ruleNo2_7_สกรูยิงยิปซัม,1,สกรูยิงยิปซัม,อุปกรณ์,main,,CS083,สกรูยิงยิปซัม
2,ruleNo2_7_สกรูยิงยิปซัม,2,สกรูยิงยิปซัม,ยิปซัม,sub,,,แผ่นยิปซัม
2,ruleNo2_8_สกรูยิงยิปซัม,1,สกรูยิงยิปซัม,อุปกรณ์,main,,CS084,สกรูยิงยิปซัม
2,ruleNo2_8_สกรูยิงยิปซัม,2,สกรูยิงยิปซัม,ยิปซัม,sub,,,แผ่นยิปซัม
2,ruleNo2_9_สกรูยิงยิปซัม,1,สกรูยิงยิปซัม,อุปกรณ์,main,,CS085,สกรูยิงยิปซัม
2,ruleNo2_9_สกรูยิงยิปซัม,2,สกรูยิงยิปซัม,ยิปซัม,sub,,,แผ่นยิปซัม
2,ruleNo2_10_สกรูยิงยิปซัม,1,สกรูยิงยิปซัม,อุปกรณ์,main,,CS086,สกรูยิงยิปซัม
2,ruleNo2_10_สกรูยิงยิปซัม,2,สกรูยิงยิปซัม,ยิปซัม,sub,,,แผ่นยิปซัม
2,ruleNo2_11_สกรูยิงยิปซัม,1,สกรูยิงยิปซัม,อุปกรณ์,main,,CS087,สกรูยิงยิปซัม
2,ruleNo2_11_สกรูยิงยิปซัม,2,สกรูยิงยิปซัม,ยิปซัม,sub,,,แผ่นยิปซัม
2,ruleNo2_12_สกรูยิงยิปซัม,1,สกรูยิงยิปซัม,อุปกรณ์,main,,CS088,สกรูยิงยิปซัม
2,ruleNo2_12_สกรูยิงยิปซัม,2,สกรูยิงยิปซัม,ยิปซัม,sub,,,แผ่นยิปซัม
2,ruleNo2_13_สกรูยิงสมาร์ทบอร์ด,1,สกรูยิงสมาร์ทบอร์ด,อุปกรณ์,main,,CS093,สกรูยิงสมาร์ทบอร์ด
2,ruleNo2_13_สกรูยิงสมาร์ทบอร์ด,2,สกรูยิงสมาร์ทบอร์ด,ยิปซัม,sub,,,สมาร์ทบอร์ด
2,ruleNo2_14_สกรูยิงสมาร์ทบอร์ด,1,สกรูยิงสมาร์ทบอร์ด,อุปกรณ์,main,,CS094,สกรูยิงสมาร์ทบอร์ด
2,ruleNo2_14_สกรูยิงสมาร์ทบอร์ด,2,สกรูยิงสมาร์ทบอร์ด,ยิปซัม,sub,,,สมาร์ทบอร์ด
2,ruleNo2_15_สกรูยิงสมาร์ทบอร์ด,1,สกรูยิงสมาร์ทบอร์ด,อุปกรณ์,main,,CS094,สกรูยิงสมาร์ทบอร์ด
2,ruleNo2_15_สกรูยิงสมาร์ทบอร์ด,2,สกรูยิงสมาร์ทบอร์ด,ยิปซัม,sub,,,สมาร์ทบอร์ด
2,ruleNo2_16_สกรูยิงโครงคร่าว,1,สกรูยิงโครงคร่าว,อุปกรณ์,main,,CS089,สกรูยิงโครงคร่าว
2,ruleNo2_16_สกรูยิงโครงคร่าว,2,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG10,,โครงผนัง ตัวซี/ตัวยู
2,ruleNo2_16_สกรูยิงโครงคร่าว,3,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG11,,ซอยผนัง
2,ruleNo2_16_สกรูยิงโครงคร่าว,4,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG05,,โครงริม/ฉาก
2,ruleNo2_16_สกรูยิงโครงคร่าว,5,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG07,,โครงริม/ฉาก
2,ruleNo2_16_สกรูยิงโครงคร่าว,6,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG09,,โครงริม/ฉาก
2,ruleNo2_16_สกรูยิงโครงคร่าว,7,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG01,,โครงซีลาย
2,ruleNo2_16_สกรูยิงโครงคร่าว,8,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG06,,โครงซีลาย
2,ruleNo2_16_สกรูยิงโครงคร่าว,9,สกรูยิงโครงคร่าว,โครงคร่าว,sub,CG08,,โครงซีลาย
3,ruleNo3_1_เครื่องมือ,1,เครื่องมือ,อุปกรณ์,main,EG14,,เครื่องมือ
3,ruleNo3_1_เครื่องมือ,2,เครื่องมือ,,sub,,,รีเวท/ คีมย้ำ/ ปากกระบอกคีมย้ำ/ เครื่องยิง 
3,ruleNo3_1_เครื่องมือ,3,เครื่องมือ,,sub,,,มีดคัตเตอร์/ ใบมีดคัตเตอร์
3,ruleNo3_1_เครื่องมือ,4,เครื่องมือ,,sub,,,กรรไกร/ เชือก/ สายรัดสายไฟ
3,ruleNo3_1_เครื่องมือ,5,เครื่องมือ,,sub,,,ใบตัดอลูมิเนียม/ เครื่องตัดอลูมิเนียม
3,ruleNo3_1_เครื่องมือ,6,เครื่องมือ,,sub,,,ใบตัดเพชร/ ใบเพชรตัดคอนกรีต
3,ruleNo3_1_เครื่องมือ,7,เครื่องมือ,,sub,,,แม่เหล็ก/ ขาตั้ง
3,ruleNo3_1_เครื่องมือ,8,เครื่องมือ,,sub,,,น๊อตมือจับสแตนเลส / พลาสติกปิดหัวน๊อต
3,ruleNo3_1_เครื่องมือ,9,เครื่องมือ,,sub,,,สีสเปรย์/ น้ำมันอเนกประสงค์
3,ruleNo3_1_เครื่องมือ,10,เครื่องมือ,,sub,,,ดอกสว่าน/ สว่าน/ เครื่องเจาะรู/ โฮลซอ
3,ruleNo3_1_เครื่องมือ,11,เครื่องมือ,,sub,,,เจียรมือ/ แผ่นเจียร/ ใบเจียรกระจก
3,ruleNo3_2_เครื่องมือ,1,เครื่องมือ,อุปกรณ์,main,EG15,,เครื่องมือ
3,ruleNo3_2_เครื่องมือ,2,เครื่องมือ,,sub,,,รีเวท/ คีมย้ำ/ ปากกระบอกคีมย้ำ/ เครื่องยิง
3,ruleNo3_2_เครื่องมือ,3,เครื่องมือ,,sub,,,มีดคัตเตอร์/ ใบมีดคัตเตอร์
3,ruleNo3_2_เครื่องมือ,4,เครื่องมือ,,sub,,,กรรไกร/ เชือก/ สายรัดสายไฟ
3,ruleNo3_2_เครื่องมือ,5,เครื่องมือ,,sub,,,ใบตัดอลูมิเนียม/ เครื่องตัดอลูมิเนียม
3,ruleNo3_2_เครื่องมือ,6,เครื่องมือ,,sub,,,ใบตัดเพชร/ ใบเพชรตัดคอนกรีต
3,ruleNo3_2_เครื่องมือ,7,เครื่องมือ,,sub,,,แม่เหล็ก/ ขาตั้ง
3,ruleNo3_2_เครื่องมือ,8,เครื่องมือ,,sub,,,น๊อตมือจับสแตนเลส / พลาสติกปิดหัวน๊อต
3,ruleNo3_2_เครื่องมือ,9,เครื่องมือ,,sub,,,สีสเปรย์/ น้ำมันอเนกประสงค์
3,ruleNo3_2_เครื่องมือ,10,เครื่องมือ,,sub,,,ดอกสว่าน/ สว่าน/ เครื่องเจาะรู/ โฮลซอ
3,ruleNo3_2_เครื่องมือ,11,เครื่องมือ,,sub,,,เจียรมือ/ แผ่นเจียร/ ใบเจียรกระจก
5,ruleNo5_21_กระจกประกอบ,1,กระจกประกอบ,กระจก,main,PROCESS,GP026,กระจกเทมเปอร์
5,ruleNo5_21_กระจกประกอบ,2,กระจกประกอบ,กาวยาแนว,sub,SIL,S08,กาวยาแนวซิลิโคน โครงการ (791/ 793/ 795)
5,ruleNo5_21_กระจกประกอบ,3,กระจกประกอบ,กาวยาแนว,sub,SIL,S09,กาวยาแนวซิลิโคน โครงการ (791/ 793/ 795)
5,ruleNo5_21_กระจกประกอบ,4,กระจกประกอบ,กาวยาแนว,sub,SIL,S10,กาวยาแนวซิลิโคน โครงการ (791/ 793/ 795)
5,ruleNo5_21_กระจกประกอบ,5,กระจกประกอบ,กาวยาแนว,sub,PU,,กาวยาแนวโพลียูรีเทน
5,ruleNo5_21_กระจกประกอบ,6,กระจกประกอบ,อุปกรณ์,sub,AS,S15,ปืนยิงกาวซิลิโคน
5,ruleNo5_21_กระจกประกอบ,7,กระจกประกอบ,อุปกรณ์,sub,AS,S16,ปืนยิงกาวซิลิโคน
5,ruleNo5_21_กระจกประกอบ,8,กระจกประกอบ,อุปกรณ์,sub,AS,S17,ปืนยิงกาวซิลิโคน
5,ruleNo5_21_กระจกประกอบ,9,กระจกประกอบ,อุปกรณ์,sub,AS,S18,ปืนยิงกาวซิลิโคน
5,ruleNo5_21_กระจกประกอบ,10,กระจกประกอบ,อุปกรณ์,sub,,,ตลับเมตร/ บักเต้า/ ค้อนยาง
5,ruleNo5_21_กระจกประกอบ,11,กระจกประกอบ,อุปกรณ์,sub,,,สว่าน/ ดอกสว่าน/ ไขควง/ พุก/ สกรู
5,ruleNo5_21_กระจกประกอบ,12,กระจกประกอบ,อุปกรณ์,sub,EG08,,บานพับ
5,ruleNo5_21_กระจกประกอบ,13,กระจกประกอบ,อุปกรณ์,sub,EG04,,มือจับ
5,ruleNo5_21_กระจกประกอบ,14,กระจกประกอบ,อุปกรณ์,sub,EG13,ESG12,ยางกันน้ำ
5,ruleNo5_21_กระจกประกอบ,15,กระจกประกอบ,อุปกรณ์,sub,EG03,,ลูกล้อประตู/หน้าต่าง
5,ruleNo5_21_กระจกประกอบ,16,กระจกประกอบ,อุปกรณ์,sub,,,เฟรมอลูมิเนียม/ รางเลื่อน
5,ruleNo5_21_กระจกประกอบ,17,กระจกประกอบ,อุปกรณ์,sub,,,แผ่นปิดรอยต่อ
5,ruleNo5_21_กระจกประกอบ,18,กระจกประกอบ,อุปกรณ์,sub,,,อุปกรณ์เจียรกระจก
