ruleNo,ruleID,ruleSeq,ruleName,Group,Type,Product Group,Product Sub Group,DisplayName
6,ruleNo6_10_บานเลื่อนชุดตลาด,7,บานเลื่อนชุดตลาด,กาวยาแนว,sub,SIL,S01,กาวยาแนวซิลิโคนมีกรด
6,ruleNo6_10_บานเลื่อนชุดตลาด,8,บานเลื่อนชุดตลาด,กาวยาแนว,sub,SIL,S02,กาวยาแนวซิลิโคนมีกรด
6,ruleNo6_10_บานเลื่อนชุดตลาด,9,บานเลื่อนชุดตลาด,กาวยาแนว,sub,SIL,S03,กาวยาแนวซิลิโคนไม่มีกรด
6,ruleNo6_10_บานเลื่อนชุดตลาด,10,บานเลื่อนชุดตลาด,กาวยาแนว,sub,SIL,S04,กาวยาแนวซิลิโคนไม่มีกรด
6,ruleNo6_10_บานเลื่อนชุดตลาด,11,บานเลื่อนชุดตลาด,กาวยาแนว,sub,ARC,S22,กาวยาแนวอะคริลิค
6,ruleNo6_10_บานเลื่อนชุดตลาด,12,บานเลื่อนชุดตลาด,กาวยาแนว,sub,ARC,S20,กาวยาแนวอะคริลิค
6,ruleNo6_10_บานเลื่อนชุดตลาด,13,บานเลื่อนชุดตลาด,กาวยาแนว,sub,ARC,S21,กาวยาแนวอะคริลิค
6,ruleNo6_11_บานเลื่อนชุดตลาด,1,บานสวิงชุดตลาด,อลูมิเนียม,main,AG000-01,,บานสวิงชุดตลาด
6,ruleNo6_11_บานเลื่อนชุดตลาด,2,บานสวิงชุดตลาด,อุปกรณ์,sub,EG02,,โช๊ค
6,ruleNo6_11_บานเลื่อนชุดตลาด,3,บานสวิงชุดตลาด,อุปกรณ์,sub,EG04,,มือจับ
6,ruleNo6_11_บานเลื่อนชุดตลาด,4,บานสวิงชุดตลาด,อุปกรณ์,sub,,,สกูร/รีเวต
6,ruleNo6_11_บานเลื่อนชุดตลาด,5,บานสวิงชุดตลาด,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
6,ruleNo6_11_บานเลื่อนชุดตลาด,6,บานสวิงชุดตลาด,อุปกรณ์,sub,EG05,,กลอน/กุญแจ
6,ruleNo6_11_บานเลื่อนชุดตลาด,7,บานสวิงชุดตลาด,อลูมิเนียม,sub,AG000-15,,เหล็กเส้น
6,ruleNo6_11_บานเลื่อนชุดตลาด,8,บานสวิงชุดตลาด,กาวยาแนว,sub,SIL,S01,กาวยาแนวซิลิโคนมีกรด
6,ruleNo6_11_บานเลื่อนชุดตลาด,9,บานสวิงชุดตลาด,กาวยาแนว,sub,SIL,S02,กาวยาแนวซิลิโคนมีกรด
6,ruleNo6_11_บานเลื่อนชุดตลาด,10,บานสวิงชุดตลาด,กาวยาแนว,sub,SIL,S03,กาวยาแนวซิลิโคนไม่มีกรด
6,ruleNo6_11_บานเลื่อนชุดตลาด,11,บานสวิงชุดตลาด,กาวยาแนว,sub,SIL,S04,กาวยาแนวซิลิโคนไม่มีกรด
6,ruleNo6_11_บานเลื่อนชุดตลาด,12,บานสวิงชุดตลาด,กาวยาแนว,sub,ARC,S22,กาวยาแนวอะคริลิค
6,ruleNo6_11_บานเลื่อนชุดตลาด,13,บานสวิงชุดตลาด,กาวยาแนว,sub,ARC,S20,กาวยาแนวอะคริลิค
6,ruleNo6_11_บานเลื่อนชุดตลาด,14,บานสวิงชุดตลาด,กาวยาแนว,sub,ARC,S21,กาวยาแนวอะคริลิค
7,ruleNo7_1_อุปกรณ์กระจก,1,อุปกรณ์กระจก,อุปกรณ์,main,EG13,ESG11,อุปกรณ์กระจก
7,ruleNo7_1_อุปกรณ์กระจก,2,อุปกรณ์กระจก,อุปกรณ์,sub,,,แป้นติดหลังกระจก
7,ruleNo7_1_อุปกรณ์กระจก,3,อุปกรณ์กระจก,อุปกรณ์,sub,,,หัวยางดูดกระจก
7,ruleNo7_1_อุปกรณ์กระจก,4,อุปกรณ์กระจก,อุปกรณ์,sub,,,ไม้ตัดกระจก/ มีดตัดกระจก
7,ruleNo7_1_อุปกรณ์กระจก,5,อุปกรณ์กระจก,อุปกรณ์,sub,,,ตัวหนีบกระจก/ หมุดติดกระจก/ เดือย
7,ruleNo7_1_อุปกรณ์กระจก,6,อุปกรณ์กระจก,อุปกรณ์,sub,,,ฉากกั้นกระจกเทมเปอร์
7,ruleNo7_1_อุปกรณ์กระจก,7,อุปกรณ์กระจก,อุปกรณ์,sub,,,ถุงมือจับกระจก
7,ruleNo7_1_อุปกรณ์กระจก,8,อุปกรณ์กระจก,อุปกรณ์,sub,,,ตัวยึดกระจกห้องน้ำกันแกว่ง
7,ruleNo7_1_อุปกรณ์กระจก,9,อุปกรณ์กระจก,อุปกรณ์,sub,EG13,ESG12,ยางกันน้ำ
7,ruleNo7_1_อุปกรณ์กระจก,10,อุปกรณ์กระจก,อุปกรณ์,sub,,,จานฝนริมกระจกไฟเบอร์/ หินฝนกระจก
7,ruleNo7_1_อุปกรณ์กระจก,11,อุปกรณ์กระจก,อุปกรณ์,sub,EG02,ESG04,โช็ค/ แขนโช๊คฝังพื้น
7,ruleNo7_1_อุปกรณ์กระจก,12,อุปกรณ์กระจก,อุปกรณ์,sub,,,ราวสแตนเลสแบบกลม
7,ruleNo7_2_อุปกรณ์กระจก,1,อุปกรณ์กระจก,อุปกรณ์,main,EG13,ESG12,ยางกันน้ำ
7,ruleNo7_2_อุปกรณ์กระจก,2,อุปกรณ์กระจก,อุปกรณ์,sub,,,แป้นติดหลังกระจก
7,ruleNo7_2_อุปกรณ์กระจก,3,อุปกรณ์กระจก,อุปกรณ์,sub,,,หัวยางดูดกระจก
7,ruleNo7_2_อุปกรณ์กระจก,4,อุปกรณ์กระจก,อุปกรณ์,sub,,,ไม้ตัดกระจก/ มีดตัดกระจก
7,ruleNo7_2_อุปกรณ์กระจก,5,อุปกรณ์กระจก,อุปกรณ์,sub,,,ตัวหนีบกระจก/ หมุดติดกระจก
7,ruleNo7_2_อุปกรณ์กระจก,6,อุปกรณ์กระจก,อุปกรณ์,sub,,,ฉากกั้นกระจกเทมเปอร์
7,ruleNo7_2_อุปกรณ์กระจก,7,อุปกรณ์กระจก,อุปกรณ์,sub,,,ถุงมือจับกระจก
7,ruleNo7_2_อุปกรณ์กระจก,8,อุปกรณ์กระจก,อุปกรณ์,sub,,,ตัวยึดกระจกห้องน้ำกันแกว่ง
7,ruleNo7_2_อุปกรณ์กระจก,9,อุปกรณ์กระจก,อุปกรณ์,sub,,,จานฝนริมกระจกไฟเบอร์/ หินฝนกระจก
7,ruleNo7_2_อุปกรณ์กระจก,10,อุปกรณ์กระจก,อุปกรณ์,sub,EG02,ESG04,โช็ค/ แขนโช๊คฝังพื้น
7,ruleNo7_2_อุปกรณ์กระจก,11,อุปกรณ์กระจก,อุปกรณ์,sub,,,ราวสแตนเลสแบบกลม
7,ruleNo7_3_อุปกรณ์กระจก,1,อุปกรณ์กระจก,อุปกรณ์,main,EG02,ESG04,โช็คบานเปลือย
7,ruleNo7_3_อุปกรณ์กระจก,2,อุปกรณ์กระจก,อุปกรณ์,sub,,,แป้นติดหลังกระจก
7,ruleNo7_3_อุปกรณ์กระจก,3,อุปกรณ์กระจก,อุปกรณ์,sub,,,หัวยางดูดกระจก
7,ruleNo7_3_อุปกรณ์กระจก,4,อุปกรณ์กระจก,อุปกรณ์,sub,,,ไม้ตัดกระจก/ มีดตัดกระจก
7,ruleNo7_3_อุปกรณ์กระจก,5,อุปกรณ์กระจก,อุปกรณ์,sub,,,ตัวหนีบกระจก/ หมุดติดกระจก/ เดือย
7,ruleNo7_3_อุปกรณ์กระจก,6,อุปกรณ์กระจก,อุปกรณ์,sub,,,ฉากกั้นกระจกเทมเปอร์
7,ruleNo7_3_อุปกรณ์กระจก,7,อุปกรณ์กระจก,อุปกรณ์,sub,,,ถุงมือจับกระจก
7,ruleNo7_3_อุปกรณ์กระจก,8,อุปกรณ์กระจก,อุปกรณ์,sub,,,ตัวยึดกระจกห้องน้ำกันแกว่ง
7,ruleNo7_3_อุปกรณ์กระจก,9,อุปกรณ์กระจก,อุปกรณ์,sub,EG13,ESG12,ยางกันน้ำ
7,ruleNo7_3_อุปกรณ์กระจก,10,อุปกรณ์กระจก,อุปกรณ์,sub,,,จานฝนริมกระจกไฟเบอร์/ หินฝนกระจก
7,ruleNo7_3_อุปกรณ์กระจก,11,อุปกรณ์กระจก,อุปกรณ์,sub,,,ราวสแตนเลสแบบกลม
8,ruleNo8_1_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG12,ESG01,อุปกรณ์อลูมิเนียม บานเปิด/บานกระทุ้ง
8,ruleNo8_1_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG08,,บานพับ
8,ruleNo8_1_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมบานกระทุ้ง
8,ruleNo8_2_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG04,ESG01,อุปกรณ์อลูมิเนียม บานเปิด/บานกระทุ้ง
8,ruleNo8_2_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG08,,บานพับ
8,ruleNo8_2_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมบานกระทุ้ง
8,ruleNo8_3_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG05,ESG01,อุปกรณ์อลูมิเนียม บานเปิด/บานกระทุ้ง
8,ruleNo8_3_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG08,,บานพับ
8,ruleNo8_3_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมบานกระทุ้ง
8,ruleNo8_4_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG08,ESG01,อุปกรณ์อลูมิเนียม บานเปิด/บานกระทุ้ง
8,ruleNo8_4_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมบานกระทุ้ง
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG01,ESG02,อุปกรณ์อลูมิเนียม บานเลื่อน
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อคบานเลื่อน
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากเข้ามุมปรับได้
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชนคอม้า/ ยางกันขโมย
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรูระบายน้ำเข้า/ออก
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรางล้อ/ ฝาปิดเสาบานเลื่อน
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ลิ่มหนุนเฟรม
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_5_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันฝุ่น/รับล็อค
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG03,ESG02,อุปกรณ์อลูมิเนียม บานเลื่อน
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อคบานเลื่อน
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากเข้ามุมปรับได้
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชนคอม้า/ ยางกันขโมย
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรูระบายน้ำเข้า/ออก
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรางล้อ/ ฝาปิดเสาบานเลื่อน
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ลิ่มหนุนเฟรม
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_6_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันฝุ่น/รับล็อค
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG04,ESG02,อุปกรณ์อลูมิเนียม บานเลื่อน
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อคบานเลื่อน
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากเข้ามุมปรับได้
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชนคอม้า/ ยางกันขโมย
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรูระบายน้ำเข้า/ออก
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรางล้อ/ ฝาปิดเสาบานเลื่อน
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ลิ่มหนุนเฟรม
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_7_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันฝุ่น/รับล็อค
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG05,ESG02,อุปกรณ์อลูมิเนียม บานเลื่อน
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อคบานเลื่อน
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากเข้ามุมปรับได้
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชนคอม้า/ ยางกันขโมย
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรูระบายน้ำเข้า/ออก
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรางล้อ/ ฝาปิดเสาบานเลื่อน
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ลิ่มหนุนเฟรม
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_8_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันฝุ่น/รับล็อค
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG06,ESG02,อุปกรณ์อลูมิเนียม บานเลื่อน
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อคบานเลื่อน
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากเข้ามุมปรับได้
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชนคอม้า/ ยางกันขโมย
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรูระบายน้ำเข้า/ออก
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรางล้อ/ ฝาปิดเสาบานเลื่อน
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ลิ่มหนุนเฟรม
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_9_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันฝุ่น/รับล็อค
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG12,ESG02,อุปกรณ์อลูมิเนียม บานเลื่อน
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อคบานเลื่อน
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากเข้ามุมปรับได้
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชนคอม้า/ ยางกันขโมย
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรูระบายน้ำเข้า/ออก
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฝาปิดรางล้อ/ ฝาปิดเสาบานเลื่อน
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ลิ่มหนุนเฟรม
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_10_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันฝุ่น/รับล็อค
8,ruleNo8_11_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG12,ESG03,อุปกรณ์อลูมิเนียม บานสวิง
8,ruleNo8_11_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากประคอง
8,ruleNo8_11_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,น็อต (เหล็กเส้น)/ แหวน (เหล็กเส้น)
8,ruleNo8_11_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เหล็กเส้นเกลียวตลอด
8,ruleNo8_11_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมข้อต่อสวิง
8,ruleNo8_11_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_12_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG04,ESG03,อุปกรณ์อลูมิเนียม บานสวิง
8,ruleNo8_12_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากประคอง
8,ruleNo8_12_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,น็อต (เหล็กเส้น)/ แหวน (เหล็กเส้น)
8,ruleNo8_12_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เหล็กเส้นเกลียวตลอด
8,ruleNo8_12_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมข้อต่อสวิง
8,ruleNo8_12_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_13_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG05,ESG03,อุปกรณ์อลูมิเนียม บานสวิง
8,ruleNo8_13_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ฉากประคอง
8,ruleNo8_13_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,น็อต (เหล็กเส้น)/ แหวน (เหล็กเส้น)
8,ruleNo8_13_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เหล็กเส้นเกลียวตลอด
8,ruleNo8_13_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,มุมข้อต่อสวิง
8,ruleNo8_13_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG01,,ยางอัด/สักหลาด
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG05,ESG07,อุปกรณ์อลูมิเนียม พัฒนา Euro
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อค/ หมุดล๊อค/ รับล็อค
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เต้ากันตก/ เต้ารับล็อค
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตัวที/ ขาล็อคตัวที
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตะขอมัลติพอยท์ล็อค
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ก้าน PVC สไลด์
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชน
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG05,,ตลับกุญแจ
8,ruleNo8_14_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันบานตกบานเปิด
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG12,ESG07,อุปกรณ์อลูมิเนียม พัฒนา Euro
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อค/ หมุดล๊อค/ รับล็อค
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เต้ากันตก/ เต้ารับล็อค
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตัวที/ ขาล็อคตัวที
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตะขอมัลติพอยท์ล็อค
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ก้าน PVC สไลด์
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชน
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG05,,ตลับกุญแจ
8,ruleNo8_15_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันบานตกบานเปิด
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG08,ESG07,อุปกรณ์อลูมิเนียม พัฒนา Euro
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อค/ หมุดล๊อค/ รับล็อค
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เต้ากันตก/ เต้ารับล็อค
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตัวที/ ขาล็อคตัวที
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตะขอมัลติพอยท์ล็อค
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,6,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ก้าน PVC สไลด์
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,7,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ยางกันชน
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,8,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,EG05,,ตลับกุญแจ
8,ruleNo8_16_อุปกรณ์อลูมิเนียม,9,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,กันบานตกบานเปิด
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,1,อุปกรณ์อลูมิเนียม,อุปกรณ์,main,EG04,ESG07,อุปกรณ์อลูมิเนียม พัฒนา Euro
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,2,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,แป้นรับล๊อค/ หมุดล๊อค/ รับล็อค
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,3,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,เต้ากันตก/ เต้ารับล็อค
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,4,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตัวที/ ขาล็อคตัวที
8,ruleNo8_17_อุปกรณ์อลูมิเนียม,5,อุปกรณ์อลูมิเนียม,อุปกรณ์,sub,,,ตะขอมัลติพอยท์ล็อค
